,sim2,sim2_shift
6142,2.3411292628286273,10.436603936344246
6141,,
6137,2.4175260511231764,10.513000724638795
6136,5.787921266626,13.883395940141618
6131,0.43027696343235355,8.525751636947973
6134,-0.5552653209025449,7.540209352613074
6133,4.013053220804977,12.108527894320595
6132,-1.7665062721254328,6.328968401390186
6129,3.0276681127113303,11.12314278622695
6128,0.4140861868737453,8.509560860389364
6127,5.3890555202662425,13.484530193781861
6126,,
6125,6.334569502507253,14.430044176022871
6123,7.850338341441296,15.945813014956915
6122,3.260421323641899,11.355895997157518
6121,4.804735528629546,12.900210202145164
6119,2.1344935974706907,10.229968270986308
6116,,
6115,3.7451683525089816,11.840643026024601
6114,-0.2810038296106212,7.8144708439049975
6111,-1.7421436893965607,6.353330984119058
6110,0.36135264705902426,8.456827320574643
6108,-2.515011414245066,5.5804632592705525
6107,,
6106,7.857039783958187,15.952514457473805
6104,5.460256978024802,13.55573165154042
6103,3.5044330948994538,11.599907768415072
6101,,
6100,4.501507895829879,12.596982569345498
6099,1.0499729800481834,9.145447653563803
6098,3.316108499109294,11.411583172624912
6097,1.832533917136039,9.928008590651658
6095,10.521965625863231,18.61744029937885
6093,4.4174340959046186,12.512908769420237
6092,3.4187133573915993,11.514188030907217
6091,0.9952340080251372,9.090708681540756
6090,4.858906531882065,12.954381205397684
6177,0.24961988856428263,8.3450945620799
6221,-1.5709481598199844,6.524526513695634
6244,,
6241,1.4902292968171742,9.585703970332792
6240,1.6064711601033324,9.70194583361895
6238,0.19379726754046267,8.289271941056082
6236,2.7536047237664514,10.84907939728207
6235,3.147946819780592,11.24342149329621
6220,0.061701531748416194,8.157176205264035
6218,-3.6658903176148177,4.429584355900801
6217,-6.408320408171342,1.6871542653442768
6216,,
6215,0.7638135704510338,8.859288243966652
6214,-0.2860779881383708,7.809396685377248
6210,-0.14226511717055246,7.953209556345066
6209,,
6207,5.611470096941393,13.706944770457012
6201,,
6200,5.45137831509791,13.546852988613528
6199,,
6198,6.810131776364851,14.90560644988047
6197,8.340057996737062,16.43553267025268
6195,,
6194,2.905640149858066,11.001114823373685
6193,7.049102393395629,15.144577066911248
6192,3.6743836133109444,11.769858286826564
6191,5.853343795336196,13.948818468851815
6189,-2.5239314847554906,5.571543188760128
6163,,
6154,,
8274,2.5762983379747704,10.671773011490389
7192,4.543743019869634,12.639217693385252
7194,0.3547915907008399,8.45026626421646
7210,-0.25508776125903565,7.840386912256583
7238,,
7245,5.528076479767268,13.623551153282886
7246,-1.3071962087818823,6.788278464733736
7256,5.934174121923947,14.029648795439567
7265,,
7268,3.9637658329481855,12.059240506463805
366,,
5245,-0.9711866796985535,7.124287993817065
5264,3.414032731709211,11.50950740522483
7195,6.152537046334982,14.2480117198506
7262,4.2340945935553815,12.329569267071001
7250,12.497130482753551,20.59260515626917
1925,2.1870833680773494,10.282558041592967
5719,-0.8444806705880437,7.250994002927575
5798,,
5816,2.431344500317689,10.526819173833307
5821,-1.3087460493189915,6.786728624196627
5710,-1.4133900507099753,6.682084622805643
5715,2.3798255757125073,10.475300249228127
5720,0.7643896374477073,8.859864310963326
5733,,
5820,10.080482282866425,18.175956956382045
5737,,
5755,2.7625086181928156,10.857983291708434
5781,4.104183168266054,12.199657841781672
5782,-2.3811116714958214,5.714363002019797
5784,4.151052638726481,12.2465273122421
5146,1.2017027517879175,9.297177425303536
5133,-2.977513243883833,5.1179614296317855
5709,0.8083387803055577,8.903813453821176
5712,,
5795,-1.5953326468059161,6.500142026709702
5750,-2.5733020518979552,5.522172621617663
5708,,
5749,-1.6337214220362455,6.461753251479373
5727,6.714195879118477,14.809670552634095
5780,-0.20360491901635025,7.891869754499268
5756,4.6586833779691625,12.754158051484781
5723,,
5730,,
5717,,
5732,-0.9539768752494211,7.141497798266197
5804,-3.0018834498481954,5.093591223667423
5752,0.1636741042398373,8.259148777755456
5799,,
5713,,
5728,-2.1217276368813103,5.973747036634308
5787,2.3317148610871445,10.427189534602764
5788,-2.0553847534435423,6.040089920072076
5793,-1.7248449377721842,6.370629735743434
5803,-1.8891814273678396,6.206293246147779
5758,-1.5421757270413192,6.5532989464743
7317,-1.1376569493316124,6.9578177241840065
7034,1.922197231710267,10.017671905225885
615,5.8023445573391275,13.897819230854747
627,,
607,6.465135320067672,14.560609993583292
631,,
623,4.562217207831301,12.65769188134692
719,,
640,3.758888953122451,11.854363626638069
827,,
895,,
946,1.6052058208642659,9.700680494379885
936,2.1463517909941414,10.24182646450976
7717,,
7787,3.2566553583988327,11.352130031914452
7837,5.922628281614782,14.0181029551304
7847,1.160944992218195,9.256419665733814
7867,-1.729306198555471,6.366168474960148
8077,,
8122,0.6477523426465736,8.743227016162193
1743,5.793557302687439,13.889031976203057
1799,,
2175,,
2160,2.0704617241251357,10.165936397640754
2171,1.8932930433874662,9.988767716903086
2148,,
2180,1.6708450260644023,9.766319699580022
2157,5.8369244899605075,13.932399163476127
1948,5.508562877114635,13.604037550630252
1941,,
1949,,
1965,,
1981,3.5774810092113194,11.672955682726938
1992,,
2016,2.256709237749855,10.352183911265474
2011,1.1276973012933993,9.223171974809018
2019,2.5151959025000066,10.610670576015625
2020,10.201086788713965,18.296561462229583
2151,-1.222670328326081,6.872804345189538
1862,6.101642596598541,14.197117270114159
1872,3.686377712349806,11.781852385865424
1864,7.79157103846655,15.887045711982168
1871,3.832524794719832,11.92799946823545
1857,1.870514602097339,9.965989275612959
1865,,
1873,4.041770834381688,12.137245507897306
1850,0.2978970665319387,8.393371740047558
1858,2.192487231652163,10.287961905167782
1874,2.520531413954749,10.616006087470367
1868,,
1829,8.386990727473304,16.48246540098892
1853,,
1926,2.4635756873017405,10.55905036081736
1966,7.724327957706279,15.819802631221897
1918,-3.3714855924731966,4.723989081042422
1959,1.1466220032007746,9.242096676716393
1936,3.5304937083356425,11.625968381851262
1952,2.7386828583670724,10.834157531882692
1960,,
1968,,
1938,3.364392099291331,11.45986677280695
1963,5.991595709815108,14.087070383330726
1720,6.070710097298445,14.166184770814063
1736,2.2394137158847833,10.334888389400401
1744,1.03147311177104,9.126947785286658
1752,1.257691166688681,9.3531658402043
1729,-2.72810557967016,5.367369093845459
1745,-1.0171180634275698,7.078356610088049
1753,1.1068885963413015,9.20236326985692
1722,8.838358201964315,16.933832875479933
1730,3.095762207583768,11.191236881099387
1738,,
1724,4.494422819187287,12.589897492702907
1740,1.5076613228684828,9.6031359963841
1733,0.6970315465936872,8.792506220109306
1718,7.6760353653519084,15.771510038867527
1726,10.963840227788896,19.059314901304514
1750,5.486465857523884,13.581940531039503
1782,-0.4882856560632496,7.607189017452369
1719,4.151618013293333,12.247092686808951
7566,6.457017083121595,14.552491756637213
1751,3.234918358829908,11.330393032345526
2214,8.742387174390188,16.837861847905806
2201,2.9025644230935206,10.998039096609139
2204,,
2294,-0.3473029659652851,7.748171707550334
2280,1.205937535730952,9.301412209246571
2338,,
2292,4.647840271747675,12.743314945263293
2300,7.1330335601690695,15.228508233684689
2316,6.630036843055708,14.725511516571327
2283,4.099310757532537,12.194785431048157
7584,3.194717622985795,11.290192296501413
7580,,
7578,,
7570,,
8608,4.579411824715372,12.67488649823099
8727,6.026038502703813,14.12151317621943
8760,1.8636370553521413,9.95911172886776
8768,4.9309965625715995,13.026471236087218
8616,3.137647568333826,11.233122241849445
8617,7.000436076280722,15.09591074979634
8770,0.6499633247553707,8.74543799827099
8730,-1.5167869994252268,6.578687674090392
8619,1.248168954019221,9.34364362753484
8629,1.5941110131957381,9.689585686711357
8612,4.431622838466217,12.527097511981836
8724,1.2832489953199755,9.378723668835594
8631,,
8725,-2.206495698347398,5.888978975168221
8640,-3.532453225633958,4.563021447881661
8759,-6.483132029524234,1.6123426439913846
8774,3.678644450625795,11.774119124141414
8824,1.1367494940002543,9.232224167515874
8557,,
8791,3.0825360589044273,11.178010732420045
8777,3.1216987866593815,11.217173460175001
8811,,
8787,-1.7481903329419286,6.34728434057369
8805,2.1604664568203953,10.255941130336014
8534,,
8687,0.18043683708723646,8.275911510602855
9045,3.5396410983426447,11.635115771858263
8673,,
9041,,
8701,,
9053,,
8985,-1.1842470870048838,6.911227586510735
8957,-3.0576391750189504,5.037835498496668
8966,2.062177037039844,10.157651710555463
8695,-2.7299110446825003,5.365563628833119
8967,5.63164363477957,13.72711830829519
9004,-2.656710869158028,5.43876380435759
8690,-2.3639409107209923,5.731533762794626
9012,7.250380507911784,15.345855181427403
8969,-4.991733899158127,3.103740774357492
8961,0.799436894930527,8.894911568446146
8970,2.8719328143752714,10.96740748789089
8954,-2.538310881155552,5.5571637923600665
8962,,
8965,,
8973,3.840384641066186,11.935859314581805
8975,8.162713478130668,16.258188151646287
9006,-5.466717353859764,2.628757319655855
8976,-0.6267291202560363,7.468745553259582
9007,,
8977,,
8992,5.347112686643685,13.442587360159305
9008,5.443368232779835,13.538842906295454
9001,6.397924800567342,14.49339947408296
8719,,
8996,,
9011,0.9500969263247179,9.045571599840336
1742,1.1613449645914709,9.256819638107089
1749,7.970487606889646,16.065962280405266
999,,
1061,6.494490452167738,14.589965125683356
1404,-1.3760522639206598,6.719422409594959
1552,-6.183614206794731,1.9118604667208876
1257,-0.17583131722085765,7.9196433562947615
1158,5.192420754140002,13.28789542765562
1070,,
9452,0.7708960299032604,8.86637070341888
417,-1.0033420557513848,7.092132617764234
421,-6.402220343775296,1.6932543297403226
407,8.758856605162194,16.85433127867781
424,5.582703212005621,13.67817788552124
402,,
403,0.17415400441543016,8.269628677931049
404,3.3390028501465565,11.434477523662174
428,,
429,3.9372306735648177,12.032705347080437
409,,
413,3.33923116964011,11.43470584315573
5883,9.575979494408706,17.671454167924324
5848,0.3016893008830879,8.397163974398707
6416,10.389331528159033,18.48480620167465
5838,1.4692816468081702,9.564756320323788
6287,1.6099091609322655,9.705383834447884
6417,0.3748516866994016,8.47032636021502
5841,6.13587454320543,14.23134921672105
5894,0.9281848346712835,9.023659508186903
5904,4.700340211071775,12.795814884587394
5913,,
5921,4.73533515250988,12.830809826025499
5939,7.019750032086713,15.115224705602332
5969,-2.242477686417538,5.852996987098081
5895,-0.1346720535241761,7.960802619991442
5905,7.3511683026035195,15.446642976119138
5914,2.428233261695281,10.5237079352109
5923,7.151316452613678,15.246791126129295
5932,,
5942,-3.1517719423852935,4.943702731130325
5961,4.9884449244373865,13.083919597953006
5970,2.1077910792034364,10.203265752719055
5884,-1.0801194630989701,7.015355210416649
5906,5.354447477859657,13.449922151375276
5924,3.8137391950380364,11.909213868553655
5933,1.7905448890446074,9.886019562560225
5943,3.228540493685129,11.324015167200749
5953,,
5963,-0.6292164561312497,7.466258217384369
5972,-0.7409810672626083,7.35449360625301
5888,-2.9895863246496184,5.105888348866
5934,6.144362745278178,14.239837418793797
5898,14.67866718122027,22.774141854735888
5908,4.3094987255715775,12.404973399087197
5919,0.4969737152896192,8.592448388805238
5926,,
5935,4.588939193894037,12.684413867409656
5945,-0.09849558686826221,7.9969790866473565
5955,,
5891,,
5900,0.33881971387574095,8.43429438739136
5927,,
5946,4.850165773170641,12.945640446686259
5966,-1.546015916817094,6.549458756698525
5975,5.364006263993826,13.459480937509444
5901,,
5911,7.1967184379180855,15.292193111433704
5875,2.9826509165927613,11.07812559010838
5948,0.9365615159665686,9.032036189482188
5893,-1.9789141669692227,6.116560506546396
5902,2.9443498690825773,11.039824542598197
5920,-2.971730406666241,5.123744266849378
5938,,
5959,,
5968,-3.440682456859341,4.654792216656277
5988,5.276294989790205,13.371769663305823
5999,9.931517010660865,18.026991684176483
6455,6.037837145509203,14.133311819024822
5979,9.363409245922066,17.458883919437685
6421,,
5991,2.695315609437484,10.790790282953102
5992,,
6004,6.047563474373671,14.143038147889289
6458,0.13573229962994016,8.231206973145559
5982,1.187645539534134,9.283120213049752
5993,3.2322515463360233,11.327726219851641
6425,,
6451,0.6701538158723646,8.765628489387982
6309,,
5984,1.849721628106484,9.945196301622103
5994,3.3166102322112208,11.41208490572684
6444,-1.5949654731512248,6.500509200364394
5997,-0.15969510634209105,7.935779567173528
6007,-1.199355780473574,6.896118893042045
6445,2.5323137435107017,10.62778841702632
6453,3.1017748300810433,11.197249503596662
5998,7.102465999300881,15.1979406728165
6427,3.4114265123113796,11.506901185826997
6435,0.4268243591602028,8.522299032675821
6446,6.101556796971818,14.197031470487437
6403,,
5922,8.514164260225646,16.609638933741266
5915,0.14100695554846676,8.236481629064086
5910,0.5274592092930067,8.622933882808624
6401,2.2415741911269813,10.3370488646426
6003,7.5201371081312764,15.615611781646894
5899,-4.594979620481227,3.500495053034392
6396,0.5537726014444464,8.649247274960064
5873,5.5357888711611585,13.631263544676777
6418,7.844777352356669,15.940252025872287
5874,3.713570571616749,11.809045245132367
5916,5.739278591025667,13.834753264541286
5878,2.795098456805481,10.8905731303211
5983,1.0748476019168456,9.170322275432465
5990,,
5996,5.602984417199761,13.69845909071538
5940,11.221425473010886,19.316900146526503
5846,1.4925028873157935,9.587977560831412
5871,3.7642385027434724,11.859713176259092
6436,3.2555375407010545,11.351012214216674
5872,5.988147512909399,14.083622186425018
5956,6.870778798793528,14.966253472309146
6402,8.471114233820076,16.566588907335696
4758,,
5285,,
9153,-5.7263580553255995,2.369116618190019
9137,5.286544034506097,13.382018708021715
9151,-0.5606006181869434,7.534874055328675
9143,1.632913009359126,9.728387682874745
9201,6.746105772053196,14.841580445568814
6173,,
6284,4.719762128531333,12.815236802046952
6276,5.756277036385429,13.851751709901048
6258,10.079916292572658,18.175390966088276
6252,-1.076886767000235,7.018587906515384
6255,3.3484727087206467,11.443947382236265
6166,2.040520673554367,10.135995347069986
6085,,
6025,5.2854252739681264,13.380899947483744
6268,-0.1308458087212463,7.964628864794372
6180,,
6143,-2.1676244150062045,5.927850258509414
6041,5.023053339246998,13.118528012762617
5829,-5.914177875960409,2.18129679755521
8427,,
8218,,
6023,,
5835,,
5831,1.620353952341737,9.715828625857355
5830,,
6039,7.591814439640244,15.687289113155863
6086,-1.1080862973143335,6.987388376201285
6413,,
6412,3.5148139955634328,11.61028866907905
6411,2.543126812900611,10.63860148641623
6087,0.8676280613962934,8.963102734911912
6077,1.4728534818006915,9.56832815531631
6076,,
6071,2.686985278689728,10.782459952205347
6069,-0.5448268198516506,7.550647853663968
6038,6.933954968704198,15.029429642219817
6036,4.535974213056525,12.631448886572144
6035,16.336400672068045,24.431875345583663
6034,9.269654621982777,17.365129295498395
6030,1.5792175954730385,9.674692268988657
6024,2.0155303355280965,10.111005009043716
6021,,
6019,4.732400525541367,12.827875199056987
6017,-2.2338605092033816,5.861614164312237
6013,-0.05717372446773439,8.038300949047883
6012,,
6011,-2.1748816456071633,5.920593027908455
6010,-0.831648386609873,7.263826286905745
5870,7.646273375438703,15.741748048954321
5867,1.1988667797874648,9.294341453303083
5865,11.459434707961357,19.554909381476975
5860,,
5836,1.8705600094438979,9.966034682959517
6231,,
6212,0.8597838944875982,8.955258568003217
6140,8.82328759727108,16.918762270786697
6138,-1.3112600788790956,6.7842145946365235
6120,2.2916551477096965,10.387129821225315
6118,2.106729898413942,10.20220457192956
6073,-1.4902107996899796,6.605263873825639
6022,,
6020,2.156006906366812,10.25148157988243
8227,,
8225,3.490451530951216,11.585926204466835
8230,0.3796661252106803,8.475140798726299
5856,-5.759162995159238,2.336311678356381
8307,4.538694179270178,12.634168852785796
1409,,
6959,,
7525,2.377273784071928,10.472748457587546
6961,1.2142984834622026,9.30977315697782
6967,-0.49595694651354183,7.599517727002077
6973,5.916542326856348,14.012017000371966
6974,3.5236433779141625,11.619118051429782
6976,,
7516,-1.0999782679503625,6.995496405565256
6979,-1.2956415855978132,6.799833087917806
6980,5.544977339345699,13.640452012861317
6982,4.767335050322739,12.862809723838357
6983,7.498267851362828,15.593742524878447
6985,,
6931,,
6043,-0.21849065230332654,7.876984021212293
6945,-3.0794551486022286,5.01601952491339
7519,7.434379709511332,15.52985438302695
7526,,
7523,9.326290369224932,17.42176504274055
6956,8.984164076793732,17.07963875030935
6960,2.2709150651220993,10.366389738637718
7524,5.811500238811128,13.906974912326746
6963,-4.266828346798261,3.828646326717358
6964,6.4810876124026295,14.576562285918248
6965,5.291366378416252,13.38684105193187
6966,4.026494467699925,12.121969141215544
6969,2.0188256282667463,10.114300301782364
6971,6.713491462530813,14.808966136046433
6975,,
7517,,
6978,2.2973025348959393,10.392777208411559
6981,,
6984,7.978321630425913,16.07379630394153
6899,4.887761907260033,12.983236580775651
6903,1.4221227483752072,9.517597421890827
6904,3.2337075036517655,11.329182177167384
6905,1.6402412598366647,9.735715933352283
6906,,
6909,-4.546998392896161,3.5484762806194574
6911,,
6916,,
8215,3.9026001407019435,11.998074814217562
6921,4.354084502055821,12.44955917557144
6932,-1.036876472284475,7.058598201231144
6046,0.0016773991351495265,8.097152072650768
6944,2.2644821697533946,10.359956843269014
7515,7.438731420043117,15.534206093558737
7514,2.2334289387386086,10.328903612254226
6962,2.3002803466344766,10.395755020150094
6968,,
6972,,
6970,,
6977,4.78408590202193,12.87956057553755
8329,-0.2954438017846994,7.800030871730919
7379,5.221764591250224,13.317239264765842
7080,-1.629103248677404,6.466371424838215
6744,6.673205696527254,14.768680370042873
